Algorithm,Iteration,costValue
ParticleSwarmAlg,76,1.00
ParticleSwarmAlg,77,1.00
ParticleSwarmAlg,78,1.00
ParticleSwarmAlg,79,1.00
ParticleSwarmAlg,80,1.00
ParticleSwarmAlg,81,1.00
ParticleSwarmAlg,82,1.00
ParticleSwarmAlg,83,1.00
ParticleSwarmAlg,84,1.00
ParticleSwarmAlg,85,1.00
ParticleSwarmAlg,86,1.00
ParticleSwarmAlg,87,1.00
ParticleSwarmAlg,88,1.00
ParticleSwarmAlg,89,1.00
ParticleSwarmAlg,90,1.00
ParticleSwarmAlg,91,1.00
ParticleSwarmAlg,92,1.00
ParticleSwarmAlg,93,1.00
ParticleSwarmAlg,94,1.00
ParticleSwarmAlg,95,1.00
ParticleSwarmAlg,96,1.00
ParticleSwarmAlg,97,1.00
ParticleSwarmAlg,98,1.00
ParticleSwarmAlg,99,1.00
ParticleSwarmAlg,0,1.20
ParticleSwarmAlg,1,1.20
ParticleSwarmAlg,2,1.20
ParticleSwarmAlg,3,1.20
ParticleSwarmAlg,4,1.20
ParticleSwarmAlg,5,1.20
ParticleSwarmAlg,6,1.20
ParticleSwarmAlg,7,1.20
ParticleSwarmAlg,8,1.20
ParticleSwarmAlg,9,1.20
ParticleSwarmAlg,10,1.20
ParticleSwarmAlg,11,1.20
ParticleSwarmAlg,12,1.20
ParticleSwarmAlg,13,1.20
ParticleSwarmAlg,14,1.20
ParticleSwarmAlg,15,1.20
ParticleSwarmAlg,16,1.20
ParticleSwarmAlg,17,1.20
ParticleSwarmAlg,18,1.20
ParticleSwarmAlg,19,1.20
ParticleSwarmAlg,20,1.20
ParticleSwarmAlg,21,1.20
ParticleSwarmAlg,22,1.20
ParticleSwarmAlg,23,1.20
ParticleSwarmAlg,24,1.20
ParticleSwarmAlg,25,1.20
ParticleSwarmAlg,26,1.20
ParticleSwarmAlg,27,1.20
ParticleSwarmAlg,28,1.20
ParticleSwarmAlg,29,1.20
ParticleSwarmAlg,30,1.20
ParticleSwarmAlg,31,1.20
ParticleSwarmAlg,32,1.20
ParticleSwarmAlg,33,1.20
ParticleSwarmAlg,34,1.20
ParticleSwarmAlg,35,1.20
ParticleSwarmAlg,36,1.20
ParticleSwarmAlg,37,1.20
ParticleSwarmAlg,38,1.20
ParticleSwarmAlg,39,1.20
ParticleSwarmAlg,40,1.20
ParticleSwarmAlg,41,1.20
ParticleSwarmAlg,42,1.20
ParticleSwarmAlg,43,1.20
ParticleSwarmAlg,44,1.20
ParticleSwarmAlg,45,1.20
ParticleSwarmAlg,46,1.20
ParticleSwarmAlg,47,1.20
ParticleSwarmAlg,48,1.20
ParticleSwarmAlg,49,1.20
ParticleSwarmAlg,50,1.20
ParticleSwarmAlg,51,1.20
ParticleSwarmAlg,52,1.20
ParticleSwarmAlg,53,1.20
ParticleSwarmAlg,54,1.20
ParticleSwarmAlg,55,1.20
ParticleSwarmAlg,56,1.20
ParticleSwarmAlg,57,1.20
ParticleSwarmAlg,58,1.20
ParticleSwarmAlg,59,1.20
ParticleSwarmAlg,60,1.20
ParticleSwarmAlg,61,1.20
ParticleSwarmAlg,62,1.20
ParticleSwarmAlg,63,1.20
ParticleSwarmAlg,64,1.20
ParticleSwarmAlg,65,1.20
ParticleSwarmAlg,66,1.20
ParticleSwarmAlg,67,1.20
ParticleSwarmAlg,68,1.20
ParticleSwarmAlg,69,1.20
ParticleSwarmAlg,70,1.20
ParticleSwarmAlg,71,1.20
ParticleSwarmAlg,72,1.20
ParticleSwarmAlg,73,1.20
ParticleSwarmAlg,74,1.20
ParticleSwarmAlg,75,1.20
ParticleSwarmAlg,76,1.20
ParticleSwarmAlg,77,1.20
ParticleSwarmAlg,78,1.20
ParticleSwarmAlg,79,1.20
ParticleSwarmAlg,80,1.20
ParticleSwarmAlg,81,1.20
ParticleSwarmAlg,82,1.20
ParticleSwarmAlg,83,1.20
ParticleSwarmAlg,84,1.20
ParticleSwarmAlg,85,1.20
ParticleSwarmAlg,86,1.20
ParticleSwarmAlg,87,1.20
ParticleSwarmAlg,88,1.20
ParticleSwarmAlg,89,1.20
ParticleSwarmAlg,90,1.20
ParticleSwarmAlg,91,1.20
ParticleSwarmAlg,92,1.20
ParticleSwarmAlg,93,1.20
ParticleSwarmAlg,94,1.20
ParticleSwarmAlg,95,1.20
ParticleSwarmAlg,96,1.20
ParticleSwarmAlg,97,1.20
ParticleSwarmAlg,98,1.20
ParticleSwarmAlg,99,1.20
ParticleSwarmAlg,0,1.20
ParticleSwarmAlg,1,1.00
ParticleSwarmAlg,2,1.00
ParticleSwarmAlg,3,1.00
ParticleSwarmAlg,4,1.00
ParticleSwarmAlg,5,1.00
ParticleSwarmAlg,6,1.00
ParticleSwarmAlg,7,1.00
ParticleSwarmAlg,8,1.00
ParticleSwarmAlg,9,1.00
ParticleSwarmAlg,10,1.00
ParticleSwarmAlg,11,1.00
ParticleSwarmAlg,12,1.00
ParticleSwarmAlg,13,1.00
ParticleSwarmAlg,14,1.00
ParticleSwarmAlg,15,1.00
ParticleSwarmAlg,16,1.00
ParticleSwarmAlg,17,1.00
ParticleSwarmAlg,18,1.00
ParticleSwarmAlg,19,1.00
ParticleSwarmAlg,20,1.00
ParticleSwarmAlg,21,1.00
ParticleSwarmAlg,22,1.00
ParticleSwarmAlg,23,1.00
ParticleSwarmAlg,24,1.00
ParticleSwarmAlg,25,1.00
ParticleSwarmAlg,26,1.00
ParticleSwarmAlg,27,1.00
ParticleSwarmAlg,28,1.00
ParticleSwarmAlg,29,1.00
ParticleSwarmAlg,30,1.00
ParticleSwarmAlg,31,1.00
ParticleSwarmAlg,32,1.00
ParticleSwarmAlg,33,1.00
ParticleSwarmAlg,34,1.00
ParticleSwarmAlg,35,1.00
ParticleSwarmAlg,36,1.00
ParticleSwarmAlg,37,1.00
ParticleSwarmAlg,38,1.00
ParticleSwarmAlg,39,1.00
ParticleSwarmAlg,40,1.00
ParticleSwarmAlg,41,1.00
ParticleSwarmAlg,42,1.00
ParticleSwarmAlg,43,1.00
ParticleSwarmAlg,44,1.00
ParticleSwarmAlg,45,1.00
ParticleSwarmAlg,46,1.00
ParticleSwarmAlg,47,1.00
ParticleSwarmAlg,48,1.00
ParticleSwarmAlg,49,1.00
ParticleSwarmAlg,50,1.00
ParticleSwarmAlg,51,1.00
ParticleSwarmAlg,52,1.00
ParticleSwarmAlg,53,1.00
ParticleSwarmAlg,54,1.00
ParticleSwarmAlg,55,1.00
ParticleSwarmAlg,56,1.00
ParticleSwarmAlg,57,1.00
ParticleSwarmAlg,58,1.00
ParticleSwarmAlg,59,1.00
ParticleSwarmAlg,60,1.00
ParticleSwarmAlg,61,1.00
ParticleSwarmAlg,62,1.00
ParticleSwarmAlg,63,1.00
ParticleSwarmAlg,64,1.00
ParticleSwarmAlg,65,1.00
ParticleSwarmAlg,66,1.00
ParticleSwarmAlg,67,1.00
ParticleSwarmAlg,68,1.00
ParticleSwarmAlg,69,1.00
ParticleSwarmAlg,70,1.00
ParticleSwarmAlg,71,1.00
ParticleSwarmAlg,72,1.00
ParticleSwarmAlg,73,1.00
ParticleSwarmAlg,74,1.00
ParticleSwarmAlg,75,1.00
ParticleSwarmAlg,76,1.00
ParticleSwarmAlg,77,1.00
ParticleSwarmAlg,78,1.00
ParticleSwarmAlg,79,1.00
ParticleSwarmAlg,80,1.00
ParticleSwarmAlg,81,1.00
ParticleSwarmAlg,82,1.00
ParticleSwarmAlg,83,1.00
ParticleSwarmAlg,84,1.00
ParticleSwarmAlg,85,1.00
ParticleSwarmAlg,86,1.00
ParticleSwarmAlg,87,1.00
ParticleSwarmAlg,88,1.00
ParticleSwarmAlg,89,1.00
ParticleSwarmAlg,90,1.00
ParticleSwarmAlg,91,1.00
ParticleSwarmAlg,92,1.00
ParticleSwarmAlg,93,1.00
ParticleSwarmAlg,94,1.00
ParticleSwarmAlg,95,1.00
ParticleSwarmAlg,96,1.00
ParticleSwarmAlg,97,1.00
ParticleSwarmAlg,98,1.00
ParticleSwarmAlg,99,1.00
